Provincia,,Localidad,ADSL,CABLEMODEM,,FIBRAOPTICA,4G,3G,,WIRELESS,
,San Justo,Arroyito,SI,,--,SI,SI,,SI,SI,SI
CORDOBA,,,--,--,,,SI,SI,,--,
CORDOBA,San Justo,,SI,--,--,,SI,SI,SI,--,--
,San Justo,Colonia 10 de Julio,--,,--,--,--,,--,,--
CORDOBA,San Justo,Colonia Anita,,--,--,--,,--,--,,--
,San Justo,Colonia Iturraspe,,,--,--,,,--,--,
,San Justo,Colonia Las Pichanas,--,,--,--,--,,--,SI,
CORDOBA,,,--,SI,,,SI,SI,,,SI
CORDOBA,,Colonia Prosperidad,--,--,,--,SI,--,,,--
,San Justo,Colonia San Bartolomé,--,,--,--,SI,,SI,SI,
CORDOBA,San Justo,Colonia San Pedro,,--,--,--,,,--,--,--
,San Justo,Colonia Santa María,--,,--,--,--,,--,,--
CORDOBA,San Justo,Colonia Valtelina,,--,--,--,,--,--,,--
CORDOBA,,,SI,--,,SI,SI,SI,,--,
CORDOBA,Calamuchita,,--,--,--,,--,--,--,--,
CORDOBA,,,--,--,,,--,--,,,--
CORDOBA,,Parque Calmayo,--,--,,--,--,--,,,--
,Calamuchita,Río de los Sauces,,,--,--,,,SI,SI,
,Calamuchita,San Agustín,SI,,--,--,SI,,SI,SI,--
CORDOBA,,San Ignacio (Loteo San Javier),--,--,,--,--,--,,SI,--
CORDOBA,Calamuchita,,--,--,,,SI,SI,--,,--
CORDOBA,Calamuchita,Santa Monica,,--,--,--,,--,--,--,--
,Calamuchita,Santa Rosa de Calamuchita,,,--,SI,,,SI,SI,
CORDOBA,Calamuchita,,--,--,--,,--,--,--,SI,--
CORDOBA,,Solar de los Molinos,--,--,,--,--,--,,,--
CORDOBA,,Villa Alpina,--,--,,--,--,--,,SI,
CORDOBA,,,--,--,,,SI,SI,,SI,--
,Calamuchita,Villa Berna,SI,,--,--,SI,,SI,,--
,Calamuchita,Villa Ciudad Parque Los Reartes,,,--,--,,,--,--,--
CORDOBA,Calamuchita,,--,--,--,,--,--,,SI,
CORDOBA,,Villa Ciudad Parque Los Reartes (3a. Sección),--,--,,--,--,--,,SI,
CORDOBA,,,SI,--,,,SI,SI,,--,--
CORDOBA,San Justo,,--,SI,--,,SI,SI,SI,,SI
,San Justo,El Fortín,,,--,--,,,SI,SI,--
CORDOBA,San Justo,El Fuertecito,,--,--,--,,--,SI,SI,
,San Justo,El Tío,,SI,--,SI,,SI,SI,,--
,San Justo,Estación Luxardo,--,,--,--,SI,,--,SI,--
CORDOBA,San Justo,,SI,SI,--,,SI,SI,SI,SI,
CORDOBA,,La Francia,SI,--,,SI,SI,SI,,SI,--
,San Justo,La Paquita,SI,,--,--,SI,,--,SI,--
,San Justo,La Tordilla,,,--,--,,,SI,,--
CORDOBA,San Justo,,--,--,--,,SI,SI,SI,--,--
JUJUY,,,SI,SI,,,SI,SI,,SI,
JUJUY,Ledesma,Maíz Negro,,--,--,--,,--,--,,--
,Ledesma,Paulina,,,--,--,,,--,,--
,Ledesma,Pueblo Ledesma,--,,--,--,SI,,--,--,
JUJUY,Ledesma,Yuto,,--,--,--,,SI,--,SI,
JUJUY,,Carahunco,SI,--,,--,--,--,,,SI
JUJUY,,,SI,--,--,,--,--,SI,,--
,Palpalá,Mina 9 de Octubre,,,--,--,,,--,--,--
,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),SI,,--,SI,SI,,SI,SI,
JUJUY,Palpalá,Rio Blanco,,--,--,--,,,--,,--
,Rinconada,Casa Colorada,--,,--,--,--,,--,,--
JUJUY,,,--,--,,,--,--,--,--,
JUJUY,,Lagunillas de Farallón,--,--,,SI,--,--,,--,
JUJUY,,,--,--,,,--,--,,--,SI
JUJUY,Rinconada,,--,--,--,,--,--,--,,SI
,Rinconada,Nuevo Pirquitas,,,--,SI,,,SI,--,
JUJUY,Rinconada,Orosmayo,,--,--,SI,,--,--,--,
JUJUY,Rinconada,,--,--,--,,--,--,--,,SI
JUJUY,,,--,--,,,--,--,,--,--
,San Antonio,La Toma,--,,--,--,--,,--,--,
JUJUY,El Carmen,Puesto Viejo,,,--,--,,SI,SI,--,SI
JUJUY,,San Isidro,--,--,,--,--,--,,,--
JUJUY,El Carmen,,--,--,--,,SI,--,,--,--
JUJUY,Humahuaca,,--,--,--,,--,--,--,--,--
JUJUY,,,--,--,,,--,--,,--,
JUJUY,Humahuaca,Coctaca,,--,--,--,,--,--,--,--
,Humahuaca,El Aguilar,,,--,--,,,SI,,SI
JUJUY,,Hipólito Yrigoyen (Est. Iturbe),--,--,,SI,--,--,,--,
JUJUY,Humahuaca,,SI,--,--,,SI,SI,SI,SI,
JUJUY,Humahuaca,,--,--,--,,SI,--,--,--,--
JUJUY,,,--,--,,,--,--,,,--
JUJUY,Humahuaca,Rodero,,--,--,--,,--,--,--,--
,Humahuaca,Tres Cruces,,,--,SI,,,--,--,
,Humahuaca,Uquía (Est. Senador Pérez),SI,,--,SI,--,,SI,,--
JUJUY,Ledesma,Bananal,,--,--,--,,--,--,--,--
JUJUY,,Bermejito,--,--,,--,--,--,,--,
JUJUY,,,SI,--,--,,SI,SI,SI,SI,SI
,Ledesma,Calilegua,,,--,--,,,--,,SI
,Ledesma,Chalicán,--,,--,--,SI,,--,,--
JUJUY,,,SI,SI,,,SI,SI,,SI,
JUJUY,Ledesma,,--,--,--,,--,--,--,--,
,Capital,Laguna Brava,,,--,--,,,SI,,SI
CORRIENTES,Capital,Riachuelo,,--,--,--,,SI,SI,,SI
,Capital,San Cayetano,,--,--,--,,--,--,--,
,Concepción,Concepción,--,,--,--,SI,,SI,SI,SI
CORRIENTES,Concepción,,--,--,--,,SI,--,SI,,--
CORRIENTES,,Tabay,--,--,,--,SI,--,,,SI
,Concepción,Tatacua,--,,--,--,SI,,--,--,SI
,Curuzú Cuatiá,Cazadores Correntinos,,,--,--,,,--,SI,
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,,--,--,SI,,SI,SI,,SI
,Curuzú Cuatiá,Perugorría,,,--,--,,,SI,,SI
CORRIENTES,Empedrado,,SI,--,--,,SI,--,SI,SI,SI
CORRIENTES,,Empedrado,SI,SI,,--,SI,SI,,SI,
CORDOBA,,Monte Buey,SI,--,,--,SI,SI,,,--
CORDOBA,,,--,--,,,--,--,,,--
,Marcos Juárez,Saira,SI,,--,--,--,,SI,--,
,Marcos Juárez,Saladillo,,,--,--,,,SI,--,
CORDOBA,Marcos Juárez,,SI,--,SI,,--,--,,--,--
CORDOBA,,Ciénaga del Coro,--,--,,SI,SI,--,,,--
,Minas,El Chacho,--,,--,SI,--,,--,SI,--
CORDOBA,Minas,Estancia de Guadalupe,,--,--,--,,--,SI,SI,
CORDOBA,,,--,--,,--,--,--,,SI,--
CORDOBA,Minas,,--,--,--,,--,--,--,,--
CORDOBA,,,SI,--,,,SI,SI,,SI,
CORDOBA,,Talaini,--,--,,--,--,--,,SI,--
,Minas,Tosno,,,--,--,,,--,,--
,Pocho,Chancani,--,,--,--,SI,,SI,SI,--
CORDOBA,,Las Palmas,--,--,,--,--,--,,SI,
CORDOBA,Pocho,,--,--,,,--,--,--,SI,
CORDOBA,,,SI,--,,,SI,SI,,,SI
CORDOBA,Pocho,,--,--,--,,--,--,--,SI,--
,Pocho,Tala Cañada,--,,--,--,SI,,SI,SI,
CORRIENTES,Esquina,Esquina,,--,--,SI,,SI,SI,SI,SI
,Esquina,Pueblo Libertador,,,--,--,,,--,--,SI
,General Alvear,Alvear,SI,,--,--,SI,,SI,,SI
CORRIENTES,,,--,--,,,SI,--,,--,SI
CORRIENTES,,Itá Ibaté,SI,SI,,--,SI,SI,,SI,
,General Paz,Lomas de Vallejos,--,,--,--,SI,,--,,SI
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,,SI,--,--,,,SI,,--
CORRIENTES,General Paz,,--,--,--,,--,--,--,SI,
CORRIENTES,,Colonia Carolina,--,--,,--,SI,SI,,SI,
CORRIENTES,Goya,Goya,,SI,--,SI,,SI,SI,,SI
,ItatÍ,Itatí,SI,,--,--,,,SI,SI,SI
,ItatÍ,Ramada Paso,--,,--,--,SI,,--,SI,--
,Presidente Roque Sáenz Peña,General Levalle,,,--,SI,,,SI,SI,
CORDOBA,,La Cesira,SI,--,,SI,SI,SI,,,SI
CORDOBA,,,SI,SI,,,SI,SI,,,--
,Presidente Roque Sáenz Peña,Leguizamón,,,--,SI,,--,--,--,
,Presidente Roque Sáenz Peña,Melo,--,,--,SI,SI,,SI,SI,--
,Presidente Roque Sáenz Peña,Río Bamba,,,--,--,,,SI,,--
CORDOBA,Presidente Roque Sáenz Peña,Rosales,,--,--,--,,SI,SI,,--
CORDOBA,,,--,--,,,SI,--,,SI,
CORDOBA,Presidente Roque Sáenz Peña,,--,SI,--,,SI,SI,SI,SI,SI
CORDOBA,Presidente Roque Sáenz Peña,,--,--,--,,SI,--,,--,--
CORDOBA,,Barrio Santa Isabel,--,--,,--,--,--,,,--
CORDOBA,Punilla,Bialet Massé,,,--,SI,,SI,SI,SI,
,Punilla,Cabalango,--,,--,--,--,,--,SI,
CORDOBA,,Lucio V. Mansilla,--,--,,--,SI,SI,,,--
CORDOBA,,,--,--,,,--,--,,--,--
CORDOBA,Tulumba,San José de la Dormida,,--,--,--,,SI,SI,SI,
,Tulumba,San José de las Salinas,,,--,--,,,--,--,--
CORDOBA,Tulumba,,--,--,--,,--,--,--,,--
CORDOBA,,,--,--,,,SI,SI,,SI,--
CORDOBA,,Aldea Santa María,--,--,,--,--,--,,--,--
CORDOBA,Unión,,SI,SI,,,SI,SI,SI,--,
,Unión,Ana Zumarán,--,,--,--,SI,,--,--,--
CORDOBA,Unión,Ballesteros,,--,--,SI,,,SI,,--
CORDOBA,,,--,--,,,--,--,,SI,
CORDOBA,,Bell Ville,SI,SI,,SI,SI,SI,,--,
CORDOBA,,,--,--,,,SI,--,SI,SI,--
CORRIENTES,,Colonia Liebig's,--,SI,,--,SI,SI,,,SI
CORRIENTES,Ituzaingó,Ituzaingó,,--,--,--,,,SI,--,SI
,Ituzaingó,San Antonio,--,,--,--,SI,,--,--,
,Ituzaingó,San Carlos,,,--,--,,,SI,,--
CORRIENTES,Ituzaingó,Villa Olivari,,--,--,--,,SI,--,SI,SI
CORRIENTES,,,--,--,,,--,--,,--,
CORRIENTES,Lavalle,,--,--,--,,SI,--,SI,SI,SI
CORRIENTES,Lavalle,Lavalle,,--,--,--,,SI,SI,,SI
,Lavalle,Santa Lucía,SI,,--,SI,SI,,SI,,SI
CORRIENTES,,Villa Córdoba,--,--,,--,--,--,,--,
CORRIENTES,Lavalle,,--,--,--,,SI,--,--,--,
,Mburucuyá,Mburucuyá,--,,--,--,SI,,SI,,SI
,Mercedes,Felipe Yofré,,,--,--,,--,SI,,SI
CORRIENTES,Mercedes,Mariano I. Loza (Est. Justino Solari),,--,--,--,,--,SI,SI,
,Mercedes,Mercedes,,,--,SI,,,SI,SI,
CORRIENTES,Monte Caseros,,--,--,--,,SI,--,--,,--
CORRIENTES,,,--,--,,,SI,--,,SI,--
,Monte Caseros,Juan Pujol,,,--,--,,,SI,SI,SI
CORRIENTES,Monte Caseros,Mocoretá,,--,--,SI,,SI,SI,SI,
,Monte Caseros,Monte Caseros,,--,--,SI,,SI,SI,,SI
,Monte Caseros,Parada Acuña,--,,--,--,--,,--,,--
CORRIENTES,Monte Caseros,,--,--,--,,--,--,--,SI,--
CORRIENTES,,Bonpland,--,--,,--,SI,--,,SI,
CORRIENTES,,,--,--,,,SI,--,,,SI
CORRIENTES,Paso de los Libres,,SI,--,--,,SI,SI,SI,SI,SI
,Paso de los Libres,Tapebicuá,,,--,--,,,--,--,
ENTRE RIOS,Federación,San Pedro,,--,--,SI,,--,--,SI,
ENTRE RIOS,Federación,,--,--,--,,--,--,--,--,--
ENTRE RIOS,,Santa Ana,--,SI,,SI,SI,SI,,,--
,Federación,Villa del Rosario,--,,--,SI,--,,SI,SI,--
ENTRE RIOS,Federal,Conscripto Bernardi,,--,--,--,,--,SI,SI,
ENTRE RIOS,,El Cimarrón,--,--,,--,--,--,,SI,--
ENTRE RIOS,,,SI,--,--,,SI,--,SI,,--
ENTRE RIOS,Federal,,--,--,--,,SI,--,--,SI,
ENTRE RIOS,,,--,--,,,SI,--,,SI,SI
ENTRE RIOS,Feliciano,San José de Feliciano,,--,--,--,,SI,SI,,SI
,Feliciano,San Víctor,,,--,--,,,SI,SI,--
ENTRE RIOS,,Aldea Asunción,--,--,,,--,--,,--,
ENTRE RIOS,Gualeguay,,--,--,--,,SI,--,SI,--,
ENTRE RIOS,,,SI,--,,,SI,SI,,SI,--
ENTRE RIOS,,Villa Paranacito,--,SI,,--,SI,SI,,,--
,La Paz,Bovril,,,--,SI,,,SI,SI,--
,La Paz,Colonia Avigdor,--,,--,--,SI,,SI,SI,
,La Paz,El Solar,--,,--,--,SI,,SI,,--
ENTRE RIOS,La Paz,La Paz,,SI,--,SI,,SI,SI,SI,--
ENTRE RIOS,,,--,SI,,,SI,--,,SI,
ENTRE RIOS,La Paz,,--,SI,--,,SI,SI,SI,SI,SI
ENTRE RIOS,La Paz,San Gustavo,,--,--,SI,,SI,SI,,--
,La Paz,Santa Elena,,,--,--,,,SI,,--
ENTRE RIOS,,Sir Leonard,--,--,,--,--,--,,--,
ENTRE RIOS,,,--,SI,,,SI,--,,SI,
,Nogoyá,Betbeder,--,,--,--,--,,--,SI,--
,Nogoyá,Don Cristóbal,,,--,--,,,SI,,--
ENTRE RIOS,Nogoyá,Febré,,--,--,--,,--,--,SI,
,COMUNA 15,AGRONOMIA,,,SI,SI,,,SI,SI,SI
CORDOBA,Calamuchita,,SI,--,--,,SI,SI,--,,--
CORDOBA,,Villa El Tala,--,--,,--,--,--,,,--
,Calamuchita,Villa General Belgrano,,,--,--,,,SI,SI,SI
CORDOBA,Calamuchita,Villa La Rivera,,--,--,--,,--,--,--,
,Calamuchita,Villa Quillinzo,--,,--,--,--,,--,,--
,Calamuchita,Villa Rumipal,,,--,SI,,,SI,,--
CABA,,CHACARITA,SI,SI,,SI,SI,SI,,SI,
CORDOBA,,,--,SI,,,SI,SI,,SI,--
CORDOBA,Río Segundo,,--,SI,--,,SI,SI,SI,--,--
CORDOBA,,Calchín Oeste,--,--,,--,SI,SI,,,--
CORDOBA,Río Segundo,Capilla del Carmen,,SI,--,--,,--,SI,SI,
,Río Segundo,Carrilobo,,,--,--,,,SI,SI,
CABA,,,SI,SI,,,SI,SI,,,SI
CORDOBA,Unión,,SI,--,--,,SI,SI,SI,SI,--
,Unión,Chilibroste,,,--,SI,,,SI,SI,
,Unión,Cintra,SI,,--,SI,--,,SI,SI,SI
CORDOBA,,,--,SI,,,--,--,,,--
CORDOBA,,Colonia Bremen,--,--,,--,--,--,,--,--
CORDOBA,,,--,--,,,--,SI,,SI,--
CORDOBA,Calamuchita,,--,--,--,,SI,SI,SI,SI,
,Capital,Córdoba,SI,,SI,SI,SI,,SI,SI,SI
CORDOBA,Capital,Jardín Arenales,,--,--,--,,SI,--,,--
CORDOBA,Capital,,--,--,--,,SI,SI,--,--,
CORDOBA,,,--,--,,,SI,SI,,--,
CORDOBA,,Agua de Oro,SI,--,,SI,SI,SI,,,--
CORDOBA,Colón,,--,--,,,--,--,--,--,--
,Colón,Ascochinga,SI,,--,SI,SI,,SI,--,
CORDOBA,Colón,Barrio Nuevo Río Ceballos,,--,--,--,,,--,--,--
CORDOBA,Colón,Canteras El Sauce,,--,--,--,,--,--,--,--
,Colón,Casa Bamba,,,--,--,,,--,,--
CORDOBA,Colón,,--,--,--,,--,--,--,--,--
CORDOBA,,,--,--,,,SI,SI,,--,
,Río Segundo,Colonia Videla,--,,--,--,--,,--,,--
CORDOBA,Río Segundo,Costasacate,,--,--,SI,,SI,SI,,--
CORDOBA,Río Segundo,,--,--,--,,--,SI,,--,
CORDOBA,,Laguna Larga,SI,--,,SI,SI,SI,,SI,
CORDOBA,Río Segundo,Las Junturas,,,--,SI,,SI,SI,,SI
,Río Segundo,Los Chañaritos,SI,,--,SI,SI,,SI,SI,--
,Río Segundo,Luque,,,--,SI,,,SI,SI,--
CORDOBA,Río Segundo,Manfredi,,--,--,SI,,SI,SI,--,
CORDOBA,,,--,--,,,SI,SI,,,--
CABA,COMUNA 11,,SI,SI,SI,,SI,SI,SI,,SI
CORDOBA,Colón,Colonia Caroya,,SI,--,SI,,SI,SI,SI,
,Colón,Colonia Tirolesa,,,--,--,SI,,SI,--,--
CORDOBA,Colón,Colonia Vicente Agüero,,--,--,--,,--,SI,,--
,Colón,Corral Quemado,,,--,--,,,--,,--
CORDOBA,Colón,,--,--,--,,SI,SI,--,--,
CORDOBA,,,--,--,,,SI,--,,--,
CORDOBA,,El Diquecito,--,--,,--,SI,--,,,--
CABA,COMUNA 11,,SI,SI,SI,,SI,SI,,,SI
,Río Segundo,Oncativo,SI,,--,SI,SI,,SI,SI,
,Río Segundo,Pilar,,--,--,SI,,SI,SI,SI,SI
CORDOBA,,,--,SI,,,SI,SI,,--,--
CORDOBA,,El Manzano,SI,--,,--,SI,--,,,--
,Colón,El Pueblito,,,--,--,,,--,--,--
CORDOBA,Colón,Estación Colonia Tirolesa,,--,--,--,,--,--,--,
CORDOBA,,,SI,--,,,SI,SI,,--,--
CORDOBA,Colón,,SI,SI,--,,SI,SI,SI,,--
CORDOBA,,,SI,SI,,,SI,SI,SI,SI,
CORDOBA,,La Granja,SI,--,,SI,SI,--,,SI,--
CORDOBA,Colón,La Morada,,--,--,--,,SI,--,,--
,Colón,La Puerta,--,,--,--,--,,--,--,--
CORDOBA,,Las Corzuelas,--,--,,--,SI,--,,--,
CORDOBA,,,--,--,,,--,--,,--,
CORDOBA,,Los Molles,--,--,,--,--,--,,--,SI
CORDOBA,,,SI,--,,,SI,SI,,,--
,Marcos Juárez,Alejo Ledesma,--,,--,SI,SI,,SI,SI,SI
,Marcos Juárez,Arias,,,--,--,,,SI,--,
CORDOBA,Marcos Juárez,Camilo Aldao,,--,--,--,,SI,SI,,SI
,Marcos Juárez,Capitán General Bernardo O'Higgins,--,,--,SI,--,,SI,SI,--
CORDOBA,Marcos Juárez,,--,--,--,,SI,--,SI,SI,
CORDOBA,,,--,--,,--,--,--,,--,--
,Marcos Juárez,Colonia Italiana,,,--,--,,,--,,--
CORDOBA,Marcos Juárez,Colonia Veinticinco,,--,--,--,,--,--,,--
CORDOBA,,,SI,SI,,,SI,SI,,SI,
CORDOBA,,Cruz Alta,SI,--,,SI,SI,SI,,SI,
,Marcos Juárez,General Baldissera,,,--,--,,,SI,,SI
,Marcos Juárez,General Roca,SI,,--,SI,SI,,SI,,SI
,Juárez Celman,Charras,,,--,SI,SI,,SI,SI,
CORDOBA,Juárez Celman,El Rastreador,,--,--,--,,--,--,--,--
CORDOBA,,General Cabrera,SI,--,,--,SI,SI,,,--
CORDOBA,Juárez Celman,,SI,SI,--,,SI,SI,SI,,--
CORDOBA,Juárez Celman,Huanchillas,,--,--,SI,,--,SI,--,--
,Juárez Celman,La Carlota,,,--,--,,,SI,--,
,Juárez Celman,Los Cisnes,SI,,--,--,SI,,SI,,--
,Juárez Celman,Olaeta,,SI,--,--,,--,SI,,--
CORDOBA,,Pacheco de Melo,--,--,,--,--,--,,--,--
CORDOBA,Juárez Celman,,--,--,--,,--,--,,--,
CORDOBA,Juárez Celman,,--,SI,--,,SI,SI,SI,,SI
CORDOBA,,,SI,SI,,,SI,SI,,,--
CORDOBA,Juárez Celman,Villa Reducción,,--,--,--,,SI,SI,SI,
,Río Segundo,Rincón,,,--,--,,,SI,SI,
CORDOBA,,Río Segundo,SI,--,,SI,SI,SI,,SI,--
CORDOBA,Río Segundo,,SI,SI,--,,SI,SI,SI,,SI
CORDOBA,Río Segundo,Villa del Rosario,,SI,--,SI,,SI,SI,SI,--
,San Alberto,Ambul,--,,--,--,SI,,SI,--,
CORDOBA,,,--,SI,,,SI,--,--,SI,--
CORDOBA,,El Huayco,SI,--,,--,--,--,,,--
CORDOBA,,,--,--,,,--,--,,--,
CORDOBA,San Alberto,,--,--,--,,--,--,SI,SI,--
,San Alberto,Las Oscuras,,,--,--,,,--,,--
CORDOBA,San Alberto,Las Rabonas,,--,--,SI,,--,--,SI,--
CORDOBA,San Alberto,,--,--,--,,--,--,--,--,
CORDOBA,,,SI,SI,,,SI,SI,,--,
CORDOBA,San Alberto,,--,--,,,--,--,--,,--
CORDOBA,,Idiazabal,--,--,,SI,SI,SI,,SI,SI
CORDOBA,Unión,Justiniano Posse,,--,--,SI,,,SI,SI,
,Unión,Laborde,SI,,--,--,SI,,SI,--,--
,Unión,Monte Leña,,,--,--,,,SI,--,--
CORDOBA,Unión,Monte Maíz,,SI,--,SI,,SI,SI,,--
CORDOBA,,,SI,--,,,SI,SI,,--,--
CORDOBA,Unión,,--,--,--,,SI,SI,SI,SI,
CORDOBA,Unión,Ordóñez,,--,--,SI,,SI,SI,,--
,Unión,Pascanas,SI,,--,--,SI,,SI,,--
CORDOBA,,Pueblo Italiano,--,SI,,--,SI,--,,--,
CORDOBA,Unión,,--,--,--,,--,--,,SI,
,COMUNA 08,VILLA RIACHUELO,SI,,SI,SI,SI,,SI,,SI
,Colón,Mendiolaza,,,--,SI,,SI,SI,,--
CORDOBA,Colón,Mi Granja,,--,--,SI,,--,SI,--,--
,Colón,Pajas Blancas,,,--,--,,,--,SI,
CORDOBA,Colón,,SI,SI,--,,SI,SI,SI,,SI
CABA,,,SI,SI,,,SI,SI,,,SI
,San Alberto,Nono,,,--,SI,,,SI,SI,
CORDOBA,San Alberto,Panaholma,,--,--,--,,--,--,--,--
,San Alberto,San Huberto,,,--,SI,,,--,,--
,San Alberto,San Lorenzo,--,,--,--,SI,,--,,--
CORDOBA,,,--,--,,,--,--,,--,
CORDOBA,,San Pedro,--,--,,SI,SI,--,,SI,--
CORDOBA,,San Vicente,--,--,,SI,SI,--,,,--
CORDOBA,San Alberto,,--,--,--,,--,--,--,,--
,San Alberto,Tasna,--,,--,--,,,--,--,
CABA,COMUNA 07,FLORES,,SI,SI,SI,,SI,SI,SI,
CORDOBA,Unión,,SI,--,--,,SI,SI,SI,,--
CORDOBA,,,SI,--,,,SI,SI,,--,--
,Unión,San Severo,--,,--,--,SI,,--,--,
,Unión,Viamonte,,,--,--,,,SI,--,--
CORDOBA,,Villa Los Patos,--,--,,--,--,--,,,--
CORDOBA,,,SI,SI,,,SI,SI,,SI,SI
CABA,COMUNA 01,,SI,SI,SI,,SI,SI,SI,SI,SI
ENTRE RIOS,,Gualeguay,SI,SI,,,SI,SI,,SI,
ENTRE RIOS,Gualeguay,Puerto Ruiz,,--,--,--,,--,SI,--,--
,Gualeguaychú,Aldea San Antonio,--,,--,--,SI,,SI,,SI
ENTRE RIOS,,,--,--,,,SI,--,,SI,
ENTRE RIOS,Gualeguaychú,,--,--,--,,SI,--,SI,SI,
ENTRE RIOS,,,--,--,,,--,--,,--,--
ENTRE RIOS,Gualeguaychú,,SI,--,--,,SI,--,SI,,--
,COMUNA 02,RECOLETA,SI,,SI,SI,SI,,SI,SI,SI
FORMOSA,Patiño,Subteniente Perín,,--,--,--,,--,--,SI,
,Patiño,Villa General Güemes,,,--,SI,,,SI,,--
,Patiño,Villa General Manuel Belgrano,--,,--,SI,SI,,SI,SI,--
FORMOSA,,,--,--,,,SI,--,,SI,
FORMOSA,,El Espinillo,--,--,,--,SI,SI,,SI,SI
,Pilagás,Laguna Gallo,--,,--,--,--,,--,SI,--
CABA,COMUNA 07,PARQUE CHACABUCO,,SI,SI,SI,,,SI,,SI
FORMOSA,Pilagás,,--,--,--,,SI,--,SI,SI,
FORMOSA,,Portón Negro,--,--,,--,--,--,,--,
FORMOSA,Pilagás,Tres Lagunas,,--,--,--,,--,SI,,--
,Pilcomayo,Clorinda,,,--,SI,,,SI,,SI
,Pilcomayo,Laguna Blanca,SI,,--,SI,SI,,SI,SI,
,COMUNA 08,VILLA LUGANO,,,SI,SI,,,SI,SI,
ENTRE RIOS,,Pueblo General Belgrano,--,SI,,--,SI,SI,,,--
ENTRE RIOS,,,SI,SI,,,SI,SI,,SI,--
ENTRE RIOS,Islas del Ibicuy,Arroyo Martínez,,,--,--,,SI,--,--,--
,Islas del Ibicuy,Ceibas,--,,--,--,SI,,SI,SI,
,Islas del Ibicuy,Ibicuy,,,--,SI,SI,,SI,,--
ENTRE RIOS,Islas del Ibicuy,Médanos,,--,--,--,,--,--,,--
ENTRE RIOS,,Ñancay,--,--,,--,--,--,,--,
CORDOBA,Colón,,SI,SI,--,,SI,SI,SI,SI,
CORDOBA,,,SI,SI,,,SI,SI,,,--
CORDOBA,,Santa Elena,--,--,,--,--,--,,--,--
,Colón,Tinoco,,,--,--,,,SI,--,
,Colón,Unquillo,SI,,--,SI,SI,,SI,SI,
CORDOBA,,Villa Allende,SI,SI,,SI,SI,SI,,SI,--
CORDOBA,Colón,,SI,--,--,,--,--,,,--
CORDOBA,Colón,Villa Corazon De Maria,,--,--,--,,--,--,--,--
,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,SI,,--,--,--,,SI,--,
CORDOBA,Colón,,SI,--,--,,SI,SI,SI,SI,--
CORDOBA,,,--,--,,--,--,--,,,--
CORDOBA,,Alto de los Quebrachos,--,--,,--,--,--,,SI,
CORDOBA,,,--,--,,,--,--,,SI,--
,COMUNA 03,BALVANERA,SI,,SI,SI,SI,,SI,,SI
,Cruz del Eje,Villa de Soto,,,--,SI,,,SI,SI,SI
CORDOBA,General Roca,,SI,--,,,SI,--,SI,--,
CORDOBA,,Estación Lecueder,--,--,,--,--,--,,--,
CORDOBA,,,--,--,,,SI,--,,--,SI
CORDOBA,General Roca,,SI,--,SI,,SI,SI,SI,,--
,General Roca,Italó,,,--,--,,,SI,--,--
CORDOBA,General Roca,Mattaldi,,--,--,--,,SI,--,--,
CORDOBA,General Roca,Nicolás Bruzzone,,--,--,--,,,SI,,--
,General Roca,Onagoity,--,,--,--,--,,SI,--,--
CORDOBA,,,--,--,,,--,--,SI,--,
CORDOBA,,Ranqueles,--,--,,--,--,--,,--,--
,General Roca,Santa Magdalena (Est. Jovita),--,,--,SI,SI,,SI,,--
,General Roca,Villa Huidobro,,,SI,SI,,,SI,,SI
CORDOBA,General Roca,,--,--,--,,SI,--,--,--,
CORDOBA,,,SI,--,,,SI,SI,,SI,
CORDOBA,General San Martín,Arroyo Algodón,,--,--,SI,,SI,--,SI,--
,General San Martín,Arroyo Cabral,,,--,SI,,,SI,,SI
,General San Martín,Ausonia,--,,--,SI,SI,,SI,SI,
,San Alberto,Villa Cura Brochero,,,--,SI,,SI,--,SI,
CORDOBA,,Villa Sarmiento,SI,--,,--,SI,--,,,--
CORDOBA,San Javier,,--,--,--,,--,--,,,--
,San Javier,Cruz Caña,,,--,--,,,--,SI,--
,San Javier,Dos Arroyos,--,,--,--,--,,--,SI,
CORDOBA,San Javier,El Pantanillo,,--,--,--,,--,--,,--
,San Javier,El Pueblito,,,--,--,,,--,,--
CORDOBA,San Javier,,--,--,--,,--,--,--,--,
CORDOBA,,,--,--,,,SI,SI,,SI,
CORDOBA,,La Población,--,--,,--,--,--,,SI,--
CORDOBA,San Javier,,--,--,--,,--,--,,,--
,San Javier,La Travesía,--,,--,--,--,,--,SI,
,San Javier,Las Chacras,,,--,SI,,--,--,--,
CORDOBA,,,--,--,,,SI,SI,,,--
CORDOBA,,Loma Bola,--,--,,--,--,--,,SI,--
,San Javier,Los Cerrillos,,,--,--,,,SI,SI,
CORDOBA,San Javier,Los Hornillos,,--,--,--,,SI,SI,SI,--
CORDOBA,,,--,--,,,--,--,,,--
CORDOBA,San Javier,,--,--,--,,--,--,--,SI,--
CABA,,,SI,SI,,,SI,SI,SI,SI,SI
